Title,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Filming Locations,Budget, Action, Adult, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,English,Spanish,Japanese,German,Hindi,Filipino,French,Tagalog,Thai,Tamil,Turkish,Russian,Indonesian,Italian,Mandarin,Korean,Swedish,Portuguese,Telugu,Chinese,Malayalam,Malay,Cantonese,Kannada,Danish,Norwegian,Dutch,Arabic,Romanian,Hungarian,Vietnamese,Latin,Serbian,Catalan,Ukrainian,Persian,American Sign Language,Bulgarian,Polish,Bengali
Yaamirukka Bayamey (2014),0.39999999999997726,0.35211267605633806,0.76,7.2,0.6726190476190476,"Directed by Deekay. With Krishna Sekhar, Rupa Manjari, Karunakaran, Oviya. Is a ghost haunting Kiran's ancestral property? Or is it a conman's master moves?",0.5594767264983267,0.9358974358974359,0.0063157842437672855,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grindsploitation (2016),0.8000000000000114,0.9295774647887324,0.9,6.2,0.7619047619047619,"Directed by Lloyd Kaufman, James Atkins, Dustin Austen. With P.J. Soles, Lloyd Kaufman, Shawn C. Phillips, Shane Ryan. Exploitation anthology from the twisted minds of established and up and coming directors from across the globe.",0.7411013081837542,0.9358974358974359,0.005789468451523518,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ular Tangga (2017),1.0,0.36619718309859156,0.6666666666666666,7.1,0.7470238095238095,"Directed by Arie Azis. With Ahmad Affandy, Alessia Cestaro, Shareefa Daanish, Egy Fedly. An indigo student who can see something bad is going to happen who come through a dream with her plan and friends for hiking a mountain but no one believe her.",0.017036811682385154,0.4230769230769231,0.005263152659279751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ek Thi Daayan (2013),0.19999999999998863,0.35211267605633806,0.43333333333333335,5.7,0.7321428571428571,"Directed by Kannan Iyer. With Emraan Hashmi, Konkona Sen Sharma, Kalki Koechlin, Huma Qureshi. A popular illusionist is haunted by a Daayan witch.",0.30027380590203834,0.9358974358974359,0.0028026263305401386,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haunted House on Sorority Row (2014),0.39999999999997726,0.9295774647887324,0.2,5.6,0.4107142857142857,"Directed by Henrique Couto. With Erin R. Ryan, Marylee Osborne, Iabou Windimere, Joni Durian. A fledging sorority moves into a dilapidated house only to find something evil is lurking in the shadows. Is it an elaborate hazing ritual? Or is something sinister - something paranormal - behind the mental and physical assault?",0.3115302707636142,0.8974358974358974,0.00034210000180052633,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victimized (2014),0.39999999999997726,0.9295774647887324,0.3333333333333333,6.9,0.40476190476190477,"Directed by Michael Kenneth Fahr. With Michael Kenneth Fahr, Sarah Nicklin, Cuyle Carvin, Ellen J. Pilch. Matt Miller has spent his entire life living in the shadows of his brother. He believes if his brother were to disappear then so would all his problems. So one deadly night Matt decides to take matters into his own hands.",0.672649832674171,0.8974358974358974,0.00029397970079538183,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Unwanted (2014),0.39999999999997726,0.9295774647887324,0.4666666666666666,4.0,0.49404761904761907,"Directed by Bret Wood. With Hannah Fierman, Christen Orr, William Katt, Lynn Talley. In this Southern Gothic retelling of Sheridan Le Fanu's vampire story 'Carmilla,' a young drifter (Christen Orr) arrives in a rural town seeking the whereabouts of the mother she never knew. When she becomes sexually involved with an emotionally fragile waitress (Hannah Fierman), she exposes the secret of her mother's disappearance and incites the wrath of the girl's overprotective father (...",0.3614237906905993,0.8974358974358974,0.0002458593997902374,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Inferno (2013),0.19999999999998863,0.9295774647887324,0.6000000000000001,4.7,0.40476190476190477,"Directed by Giulio De Santi. With Rayner Bourton, Michael Howe, Jessica Carroll, Christian Riva. A cold-blooded seasoned contract killer is hired to take out a couple hidden in a hotel, but he will soon need to fight not only for his life but also for his soul, as this seemingly easy task will turn the hunter into prey.",0.7843017949498022,0.9358974358974359,0.000197739098785093,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demonte Colony (2015),0.5999999999999659,0.35211267605633806,0.7333333333333334,7.0,0.6190476190476191,"Directed by R. Ajay Gnanamuthu. With Arulnidhi, Ramesh Thilak, Sananth, M.S. Bhaskar. After consuming liquor, four friends decide to do something interesting and visit a haunted bungalow. However, they do not realize that they have returned home with an evil spirit.",0.09066017645269242,0.9358974358974359,0.00014961879777994856,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Onania Club (2017),1.0,0.9295774647887324,0.8666666666666667,6.15,0.5416666666666666,Directed by Tom Six.,1.0,0.8974358974358974,0.0001014984967748041,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Play Motel (1979),0.5999999999999659,0.9295774647887324,1.0,5.3,0.4642857142857143,"Directed by Mario Gariazzo. With Ray Lovelock, Anna Maria Rizzoli, Mario Cutini, Antonella Antinori. A reporter and his girlfriend investigate deaths surrounding a hotel where several prominent people go to have sex.",0.7821721934895041,0.5,5.337819576965969e-05,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turned (2015),0.5999999999999659,0.9295774647887324,0.9857142857142858,7.3,0.44940476190476186,"Directed by Chris R. Notarile. With Josh Rothman, Christian Chase, Roberto Lombardi, Athena Brensberger. When Jack, a rough and tough vampire slayer, is bitten by his arch-nemesis Monty, he has but one day left to live before he becomes the very thing he has been hunting for most of his life.",0.49437176756921203,0.8974358974358974,5.257894764515236e-06,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss Zombie (2013),0.19999999999998863,0.4366197183098592,0.9714285714285714,6.3,0.43452380952380953,"Directed by SABU. With Makoto Togashi, Ayaka Komatsu, Tôru Tezuka, Tarô Suruga. A Japanese family acquires an undead domestic servant whose presence begins to effect their daily lives.",0.6172801947064191,0.9358974358974359,0.00013646090297385438,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloody Chainsaw Girl (2016),0.8000000000000114,0.4366197183098592,0.9571428571428572,4.6,0.4910714285714286,"Directed by Hiroki Yamaguchi. With Mizuho Abe, Seijirô Nakamura, Ray Nishimura, Kayako Okuda.",0.695771219957408,0.9358974358974359,0.0002676639111831935,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatal Frame (2014),0.39999999999997726,0.4366197183098592,0.942857142857143,5.8,0.5476190476190477,"Directed by Mari Asato. With Aoi Morikawa, Ayami Nakajô, Kôdai Asaka, Minori Hagiwara. Michi a student in a conservative all-girls school, must resolve the mysterious disappearances and deaths of her fellow classmates after they found an intriguing but haunting photo of Aya, the best singer of class, who apparently is being held locked in her room, physically but not spiritually... A death curse is placed on anyone who sees Aya's photo, which seems to be taken with a ""Camera ...",0.08396714329175539,0.9358974358974359,0.00039886691939253265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Visceral: Entre las cuerdas de la locura (2012),0.0,0.15492957746478875,0.9285714285714287,5.4,0.3392857142857143,"Directed by Felipe Eluti. With Felipe Eluti, Carolina Salles, Felipe Ruiz, José Manuel García. A washed-up boxer finally gets his big chance to prove that he is worthy of the champion's gloves on his much-awaited title fight.",0.32156982050501975,0.9358974358974359,0.0005300699276018718,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dark Castle (2015),0.5999999999999659,0.36619718309859156,0.9142857142857143,3.75,0.40476190476190477,"Directed by Sasha Mahé. With Rachel Albert, Bruno Henry, Laurent Paris, Rahajeng Sekar Putri. A newlywed couple who go on their honeymoon in St Jean Le Vieux, France are kidnapped by a local mysterious cult.",0.7730453300882263,0.3205128205128205,0.0006612729358112109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ouija Exorcism (2015),0.5999999999999659,0.9295774647887324,0.9,2.1,0.4464285714285714,"Directed by Nick Slatkin. With J. Damian Anastasio, Brittney Bertier, Cameron Bigelow, Jay Brothers. In 1985, a celebrated exorcist trapped a horrific demon inside a ouija board. Thinking the board to be a game, his son played without obeying the rules, and let the demon loose. In order to save his son, the exorcist sent him far away until the demon could be destroyed. Thirty years later, and after his death, his grandson finds the board and makes the same mistake his father did. Now the evil is...",0.39032552479464555,0.8974358974358974,0.0007924759440205502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soldiers of the Damned (2015),0.5999999999999659,0.9154929577464789,0.55,3.6,0.5178571428571429,"Directed by Mark Nuttall. With Gil Darnell, Miriam Cooke, Lucas Hansen, Tom Sawyer. An evil secret awaits.",0.3462123516884697,0.8846153846153846,0.0009236789522298893,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smothered (2016),0.8000000000000114,0.9295774647887324,0.2,4.1,0.5,"Directed by John Schneider. With Kane Hodder, R.A. Mihailoff, Bill Moseley, Dane Rhodes. Five horror icons ditch an unprofitable autograph signing convention to earn some extra cash haunting an RV park, but find themselves being haunted instead.",0.5199269850927898,0.8974358974358974,0.0010548819604392283,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Necrophobia 3D (2014),0.39999999999997726,0.9295774647887324,0.2,4.2,0.375,"Directed by Daniel de la Vega. With Luis Machín, Raúl Taibo, Viviana Saccone, Gerardo Romano. Dante is a tailor who after losing his twin brother to death became phobic which prevents him from being in contact with death. Whenever he is in front of a dead body, he experiences a creepy feeling that makes him lose his mind.",0.608457560085184,0.9358974358974359,0.0011860849686485674,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roommate (2013),0.19999999999998863,0.4366197183098592,0.2,5.9,0.37103174603174593,"Directed by Takeshi Furusawa. With Keiko Kitagawa, Kyoko Fukada, Kengo Kôra, Mariko Tsutsui. Harumi Hagiwara lands in the hospital after being involved in an accident. She hits it off with her nurse, Reiko Nishimura, and the two decide to move in together after she's discharged. However, Harumi begins to witness a series of mysterious events soon after noticing Reiko's strange behavior. Additionally, she fears for her own safety when Reiko starts referring to herself as 'Mari' as if ...",0.5400060845756008,0.9358974358974359,0.0013172879768579065,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kawan Aku Mati Dalam Rumah Sewa (2014),0.39999999999997726,0.49295774647887325,0.2,5.5,0.3670634920634921,"With Abam Bocey, Acey Bocey, Fad Bocey, Epy Kodiang. One of their friends accidentally died in their house by mistake. What are they gonna do with their friend's corpse?",0.003954974140553696,0.9358974358974359,0.0014484909850672456,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hate Crime (2012),0.0,0.9295774647887324,0.2,5.1,0.363095238095238,"Directed by James Cullen Bressack. With Jody Barton, Nicholas Adam Clark, Greg Depetro, Debbie Diesel. A Jewish family, that just arrived in a new neighborhood, are recording their youngest son's birthday celebrations on video when their home is suddenly invaded by a bunch of crystal-meth-crazed Neo-Nazi lunatics.",0.4657742622452084,0.9358974358974359,0.001579693993276585,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scars (2016),1.0,0.9154929577464789,0.2,3.9,0.5714285714285714,"Directed by Sean K. Robb. With Danielle Cole, Neale Kimmel, Matt Wells, Eric Regimbald. SCARS is a psychological thriller, written and directed by Canadian filmmaker Sean K. Robb. In this stark and disturbing story, Scar - a raven-haired punk with blood under her fingernails - and Scarlett - a blond beauty with a penchant for extortion - discover that they enjoy killing men together. 'Killing dudes is easy,' says Scar, as the two women embark on a violent and ruthless killing spree,...",0.2287800425920292,0.15384615384615385,0.001710897001485924,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legend Has It (2009),0.39999999999997726,0.9154929577464789,0.2,4.1,0.49404761904761907,"Directed by Max Nikoff. With Todd Oeltze, Julia Fazakerly, Heath Finn, Amanda Ward. A family of four was brutally slaughtered years in their farmhouse, and the killer was never caught. Now, a young film crew returns to find the bloody truth of the murders. Will they come out alive?",0.9361119561910556,0.8974358974358974,0.0018421000096952632,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sociopathia (2015),0.5999999999999659,0.9295774647887324,0.2,4.3,0.44047619047619047,"Directed by Ruby Larocca, Rich Mallery. With Nicola Fiore, Asta Paredes, Ruby Larocca, Tammy Jean. Introverted and peculiar, Mara spends her days fabricating props for movies. But her reclusive persona conceals an internal wrath. Terrified of being alone, Mara refuses to let her lovers leave, sadistically murdering them and keeping their corpses as living dolls. When she's hired by Kat, a fledgling producer, the two instantly hit it off. As their relationship grows more intense, Mara begins to...",0.7252814116215394,0.8974358974358974,0.003947363178670333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echoes (2014),0.5999999999999659,0.8450704225352113,0.2,4.4,0.4821428571428571,"Directed by Nils Timm. With Kate French, Steven Brand, Steve Hanks, Billy Wirth. Struggling with horrifying, sleep-paralysis induced visions, a young writer retreats with her boyfriend to an isolated desert house. As the visions intensify, she finds herself on the verge of losing her mind...or uncovering a life-threatening secret.",0.5293580772741101,0.8974358974358974,0.0031736789640719946,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Dark (2015),0.5999999999999659,0.9295774647887324,0.7000000000000001,4.1,0.43452380952380953,"Directed by David Buchert, Chris St.Croix. With Scott Aaker, Andria Armstrong, Shannon Beals, Olivia Bishop. Twisted tales of terror featuring an axe wielding maniac, a sinister matchmaker and sin eating creature from hell.",0.8448433221782781,0.8974358974358974,0.0023999947494736567,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dabbe: Bir Cin Vakasi (2012),0.0,0.9014084507042254,0.6375000000000001,6.3,0.6369047619047619,"Directed by Hasan Karacadag. With Elcin Atamgüc, Nihan Aypolat, Pervin Bagdat, Elif Erdal. Turkish director Hasan Karacadag is something of an unusual case. In a nation that appears uncertain how to feel about its own history with exploitation film and generally reluctant to embrace genre film - though there are obvious exceptions - Karacadag has jumped headlong into the horror pool. The director first came to attention with the J-horror influenced D@BB, a surprise hit in Turkey that ...",0.28414968055978096,0.9358974358974359,0.0016263105348753185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Haunter of the Dark (2015),0.5999999999999659,0.7183098591549296,0.5750000000000001,6.9,0.42261904761904756,"Directed by Dmitriy Khmelyov. With Sergey A., Giza, Dmitriy Khmelyov, Vladislav Krivenchuk. Alexey ""Blake"" Blochenkov goes to an old abandoned sanatorium to film a video for his blog. There, he lets out something horrible. An ancient evil. The Haunter Of The Dark.",0.8533617280194706,0.9358974358974359,0.0008526263202769807,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hectic Knife (2016),0.8000000000000114,0.9295774647887324,0.5125000000000001,6.6,0.4206349206349207,"Directed by Greg DeLiso. With Peter Litvin, Georgia Kate Haege, J.J. Brine, John Munnelly. A put upon, knife wielding vigilante, Hectic Knife protects the city from scum, baddies and a new super villain bent on world domination, Piggly Doctor.",0.7593550349863096,0.8974358974358974,7.894210567864265e-05,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toxin: 700 Days Left on Earth (2015),0.5999999999999659,0.9295774647887324,0.45,8.4,0.4186507936507936,"Directed by Shawn Welling. With Lee Majors, Isabella Blake-Thomas, Sarati, Elizabeth Blake-Thomas. 700 days after the U.S. president announces a new, rapidly spreading virus, a resulting plague has killed most of humanity and transformed the rest into mutants. The sole survivor, Sarah Teller (Sarati), and her canine companion, Ranger (Max the Dog), struggle valiantly to find a cure and restore the human race. When a mysterious force pulls her to a displaced mansion deep in the Texas hills, ...",0.5835108001216915,0.8974358974358974,0.00015788947451520776,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Niña de la Mina (2016),0.8000000000000114,0.5211267605633803,0.3875,3.8,0.41666666666666663,"Directed by Jorge Eduardo Ramírez. With Gerardo Taracena, Regina Blandón, Daniel Martínez, Thomas Ebert. Arter a tourist disappears inside a mine in Guanajuato, Mat Medina a young expert in mine engineering is hired to make a security diagnostic in the mines of a big company.",0.3440827502281716,0.9358974358974359,0.0063157842437672855,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beneath the Old Dark House (2015),0.5999999999999659,0.9295774647887324,0.325,6.5,0.45238095238095233,"Directed by Jaysen P. Buterin, Matt Cloude, Jesse H. Knight. With Mandy Divine, Tom Gore, Bradley Eugene Greer, Kelli-Anne Harris. Four strangers suddenly awaken deep within the catacombs of a dark and decrepit House, with no memory of how they got there. The only thing they have in common is their being held captive by a Mysterious Man, and it is there in his domain, that he waits to tell these helpless strangers the fates that await them in Beneath the Old Dark House.",0.6206267112868877,0.9358974358974359,0.0005263105290858449,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stag Hunt (2015),0.5999999999999659,0.9295774647887324,0.2625,3.6,0.48809523809523814,"Directed by James Shanks. With Mackenzie Astin, Neil Cole, Chris Rogers, Donald Morrison. A stag do in Dartmoor goes horribly wrong when the guys discover they are not alone.",0.6133252205658655,0.9358974358974359,0.00027367894880883653,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fetish Dolls Die Laughing (2012),0.0,0.9295774647887324,0.2,2.0,0.5238095238095238,"Directed by David Silvio. With Laura Romeo, Michael McGovern, Aaron Bernard, Angelo Bruni. Do you remember, as a child, when your parents teased you with the ""Tickle Monster""? It turns out that he's more real (and even more malevolent) than you could have ever imagined! With seedy photographer Billy Tagg (Michael McGovern) serving as the ancient entity's latest vessel, the Tickle Monster torments his way through a catalog of Billy's beautiful bondage babes - until no-nonsense homicide ...",0.5746881655004563,0.8974358974358974,2.1047368531828254e-05,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shame the Devil (2013),0.39999999999997726,0.9295774647887324,0.2,3.5,0.48809523809523814,"Directed by Paul Tanter. With Simon Phillips, Juliette Bennett, Will de Meo, Bradford West. A London detective tracking a serial killer finds the killers ""truth or die"" methods take him to New York to solve the case.",0.8743535138424094,0.8846153846153846,0.015789468504155097,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holla II (2013),0.19999999999998863,0.9295774647887324,0.5,6.9,0.4642857142857143,"Directed by H.M. Coakley. With Vanessa Bell Calloway, Kiely Williams, Greg Cipes, Trae Ireland. After narrowly escaping with her life at the hands of her mentally ill sister Veronica, Monica, with the help of her Mother, Marion, has taken great measures to ensure her safety, including changing her face and relocating to the South. Six years has past and now she finally believes she is safe from Veronica. Little does she know that death and betrayal still await her and her friends on the eve...",0.9616671737146334,0.8974358974358974,0.005263152659279751,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Made Me Do It (2017),1.0,0.9295774647887324,0.35000000000000003,8.3,0.4642857142857143,"Directed by Benjamin Ironside Koppin. With Anna B. Shaffer, Kyle Van Vonderen, Cortney Palm, Jason Gregory London. College student Ali Hooper and her little brother are attacked by a masked maniac, and the key to them surviving the night lies in unlocking a secret from the killer's past.",0.07088530574992394,0.9358974358974359,0.004671047393005513,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tale of the Voodoo Prostitute (2012),0.0,0.9295774647887324,0.2,4.1,0.375,"Directed by Chaz Buchanan. With Jayde Kelley, Heather McCormick, Charles Buchanan, Martin Ezelle. In the Tale of the Voodoo Prostitute, a master manipulator and hustler by the name of Fleetwood Deville dispenses heinous wrong-doings to nearly everyone that crosses his path. One particular female managed to meet and exceed any expectation of evil. She cursed Fleetwood to a fate even worse than death: impotence. With his harem of beautiful women and killers, Fleetwood must rival neighboring ...",0.42804989351992695,0.8974358974358974,0.004078942126731274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Necrophile Passion (2013),0.19999999999998863,0.28169014084507044,0.2,3.1,0.2380952380952381,"Directed by Tom Heidenberg. With Günther Brandl, Eldrid Remy, Katharina Buchberger, Sandra Pucher. Solitary and alone, left by his girlfriend, after being treated badly by her, a young man finds a female body in the woods. His conscience tells him to call the police, but something inside him, something evil commands him to take the corpse with him and satisfy his darkest desires. His Life is total pieces of trash and only the love to the female corpse gives him the power to continue his life. ...",0.35929418923030115,0.9358974358974359,0.003486836860457036,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
